Time,Month,Hour,Pwt(kWh/unit),Ppv(kWh/unit)
2017/02/21 4:00,2,4,0.2029007421,0
2017/02/21 5:00,2,5,0.2379941785,0
2017/02/21 6:00,2,6,0.3626176938,0
2017/02/21 7:00,2,7,0.4008408218,0.0037342122
2017/02/21 8:00,2,8,0.5519866545,0.0175627791
2017/02/21 9:00,2,9,0.6492160649,0.0227737303
2017/02/21 10:00,2,10,0.6375488814,0.0519026251
2017/02/21 11:00,2,11,0.8250827222,0.1182686789
2017/02/21 12:00,2,12,0.8044550805,0.212862328
2017/02/21 13:00,2,13,0.7465103003,0.2027413727
2017/02/21 14:00,2,14,0.7471571958,0.1713159508
2017/02/21 15:00,2,15,0.7040520265,0.1327501955
2017/02/21 16:00,2,16,0.6931951001,0.0822168503
2017/02/21 17:00,2,17,0.6271356903,0.0280629803
2017/02/21 18:00,2,18,0.5867349218,0
2017/02/21 19:00,2,19,0.575015373,0
2017/02/21 20:00,2,20,0.525562321,0
2017/02/21 21:00,2,21,0.488694709,0
2017/02/21 22:00,2,22,0.463144805,0
2017/02/21 23:00,2,23,0.5291673993,0
2017/02/22 0:00,2,0,0.4943802712,0
2017/02/22 1:00,2,1,0.4644850746,0
2017/02/22 2:00,2,2,0.391269513,0
2017/02/22 3:00,2,3,0.3616980326,0
2017/02/22 4:00,2,4,0.4009703231,0
2017/02/22 5:00,2,5,0.4683243497,0
2017/02/22 6:00,2,6,0.4281611478,0
2017/02/22 7:00,2,7,0.4424725202,0.0069862425
2017/02/22 8:00,2,8,0.5749689576,0.0181504806
2017/02/22 9:00,2,9,0.7193725411,0.0228341291
2017/02/22 10:00,2,10,0.7802927308,0.0036975341
2017/02/22 11:00,2,11,0.8112311373,0.01053484
2017/02/22 12:00,2,12,0.9106672787,0.0099884367
2017/02/22 13:00,2,13,0.9310286804,0.0094584101
2017/02/22 14:00,2,14,0.8856020668,0.0084066367
2017/02/22 15:00,2,15,0.8443853873,0.0036797654
2017/02/22 16:00,2,16,0.7771299741,0.0021077189
2017/02/22 17:00,2,17,0.7049378955,0.0005287503
2017/02/22 18:00,2,18,0.6371211103,0
2017/02/22 19:00,2,19,0.7224210559,0
2017/02/22 20:00,2,20,0.7911136306,0
2017/02/22 21:00,2,21,0.6536031804,0
2017/02/22 22:00,2,22,0.6310739847,0
2017/02/22 23:00,2,23,0.5242580668,0
2017/02/23 0:00,2,0,0.4927148501,0
2017/02/23 1:00,2,1,0.4100339502,0
2017/02/23 2:00,2,2,0.3299736916,0
2017/02/23 3:00,2,3,0.2437358062,0
2017/02/23 4:00,2,4,0.1354547237,0
2017/02/23 5:00,2,5,0.0422859347,0
2017/02/23 6:00,2,6,0,0
2017/02/23 7:00,2,7,0,0.000533123
2017/02/23 8:00,2,8,0,0.0031918655
2017/02/23 9:00,2,9,0.1208949456,0.0131993712
2017/02/23 10:00,2,10,0.4163706664,0.0419259015
2017/02/23 11:00,2,11,0.8190444182,0.0276129071
2017/02/23 12:00,2,12,0.7261843968,0.064850705
2017/02/23 13:00,2,13,0.924383474,0.0938419573
2017/02/23 14:00,2,14,1.010177214,0.0882053025
2017/02/23 15:00,2,15,1.009668817,0.1150554344
2017/02/23 16:00,2,16,0.8529593785,0.0408967624
2017/02/23 17:00,2,17,0.7167957588,0.010574363
2017/02/23 18:00,2,18,0.9161443611,0
2017/02/23 19:00,2,19,1.029139942,0
2017/02/23 20:00,2,20,1.214659231,0
2017/02/23 21:00,2,21,1.107817907,0
2017/02/23 22:00,2,22,1.053856636,0
2017/02/23 23:00,2,23,1.005261347,0
2017/02/24 0:00,2,0,0.8786535015,0
2017/02/24 1:00,2,1,0.7362169695,0
2017/02/24 2:00,2,2,0.7288530806,0
2017/02/24 3:00,2,3,0.5939303101,0
2017/02/24 4:00,2,4,0.6246407806,0
2017/02/24 5:00,2,5,0.5934877664,0
2017/02/24 6:00,2,6,0.5664998318,0
2017/02/24 7:00,2,7,0.5817676405,0.0010738786
2017/02/24 8:00,2,8,0.5918556268,0.0134431204
2017/02/24 9:00,2,9,0.552336369,0.0117872996
2017/02/24 10:00,2,10,0.562224595,0.0922645347
2017/02/24 11:00,2,11,0.6162552277,0.0967306233
2017/02/24 12:00,2,12,0.4255446219,0.148025944
2017/02/24 13:00,2,13,0.4645385355,0.1582086702
2017/02/24 14:00,2,14,0.4778161346,0.1722390256
2017/02/24 15:00,2,15,0.4507329461,0.1342293551
2017/02/24 16:00,2,16,0.4086536952,0.0859341228
2017/02/24 17:00,2,17,0.3949423839,0.0378346537
2017/02/24 18:00,2,18,0.2561825125,0
2017/02/24 19:00,2,19,0.0278161409,0
2017/02/24 20:00,2,20,0,0
2017/02/24 21:00,2,21,0,0
2017/02/24 22:00,2,22,0,0
2017/02/24 23:00,2,23,0,0
2017/02/25 0:00,2,0,0,0
2017/02/25 1:00,2,1,0,0
2017/02/25 2:00,2,2,0,0
2017/02/25 3:00,2,3,0,0
2017/02/25 4:00,2,4,0,0
2017/02/25 5:00,2,5,0.0529375366,0
2017/02/25 6:00,2,6,0.1076312843,0
2017/02/25 7:00,2,7,0,0.0115444074
2017/02/25 8:00,2,8,0.1034578139,0.0282994537
2017/02/25 9:00,2,9,0.2073105352,0.0793193628
2017/02/25 10:00,2,10,0.1572844281,0.15400636
2017/02/25 11:00,2,11,0.1198687562,0.1969041288
2017/02/25 12:00,2,12,0,0.0699733519
2017/02/25 13:00,2,13,0,0.11151495
2017/02/25 14:00,2,14,0,0.0683436487
2017/02/25 15:00,2,15,0,0.0429345239
2017/02/25 16:00,2,16,0.0578506001,0.0275162978
2017/02/25 17:00,2,17,0.0308011065,0.0114232211
2017/02/25 18:00,2,18,0.0351188519,0
2017/02/25 19:00,2,19,0.0297982827,0
2017/02/25 20:00,2,20,0.0355841609,0
2017/02/25 21:00,2,21,0,0
2017/02/25 22:00,2,22,0,0
2017/02/25 23:00,2,23,0,0
2017/02/26 0:00,2,0,0,0
2017/02/26 1:00,2,1,0,0
2017/02/26 2:00,2,2,0,0
2017/02/26 3:00,2,3,0,0
2017/02/26 4:00,2,4,0,0
2017/02/26 5:00,2,5,0,0
2017/02/26 6:00,2,6,0,0
2017/02/26 7:00,2,7,0,0.0113997551
2017/02/26 8:00,2,8,0,0.0381242199
2017/02/26 9:00,2,9,0,0.0730161809
2017/02/26 10:00,2,10,0,0.1186179811
2017/02/26 11:00,2,11,0.0440541678,0.0640176301
2017/02/26 12:00,2,12,0,0.100088179
2017/02/26 13:00,2,13,0.0157438586,0.1009146853
2017/02/26 14:00,2,14,0.0677105348,0.0690402206
2017/02/26 15:00,2,15,0.1332098998,0.0575207263
2017/02/26 16:00,2,16,0.0934904593,0.0299051383
2017/02/26 17:00,2,17,0.0301642174,0.0096519429
2017/02/26 18:00,2,18,0,0.0005268828
2017/02/26 19:00,2,19,0,0
2017/02/26 20:00,2,20,0,0
2017/02/26 21:00,2,21,0.0431025325,0
2017/02/26 22:00,2,22,0.0684556673,0
2017/02/26 23:00,2,23,0.0300480302,0
2017/02/27 0:00,2,0,0.0308460748,0
2017/02/27 1:00,2,1,0.0048924579,0
2017/02/27 2:00,2,2,0,0
2017/02/27 3:00,2,3,0,0
2017/02/27 4:00,2,4,0.0700219629,0
2017/02/27 5:00,2,5,0.0456392907,0
2017/02/27 6:00,2,6,0,0
2017/02/27 7:00,2,7,0.1559134579,0.0174394669
2017/02/27 8:00,2,8,0.0910631404,0.0656419208
2017/02/27 9:00,2,9,0,0.1233749359
2017/02/27 10:00,2,10,0.1991670721,0.166624069
2017/02/27 11:00,2,11,0.4349822038,0.1924708033
2017/02/27 12:00,2,12,0,0.2059987297
2017/02/27 13:00,2,13,0.4600740143,0.1925199922
2017/02/27 14:00,2,14,1.013414091,0.1739407259
2017/02/27 15:00,2,15,0.9170908079,0.1299650052
2017/02/27 16:00,2,16,1.006843011,0.1005182229
2017/02/27 17:00,2,17,1.00213775,0.0103742521
2017/02/27 18:00,2,18,1.113167317,0
2017/02/27 19:00,2,19,1.374444703,0
2017/02/27 20:00,2,20,1.518134027,0
2017/02/27 21:00,2,21,1.601705547,0
2017/02/27 22:00,2,22,1.434357275,0
2017/02/27 23:00,2,23,1.421074632,0
2017/02/28 0:00,2,0,1.048315753,0
2017/02/28 1:00,2,1,1.18037301,0
2017/02/28 2:00,2,2,1.034703374,0
2017/02/28 3:00,2,3,1.072658506,0
2017/02/28 4:00,2,4,0.7946721931,0
2017/02/28 5:00,2,5,0.6623989113,0
2017/02/28 6:00,2,6,0.4300677269,0.0005326568
2017/02/28 7:00,2,7,0.3368873336,0.0179819043
2017/02/28 8:00,2,8,0,0.0679595401
2017/02/28 9:00,2,9,0.0249714286,0.1253706944
2017/02/28 10:00,2,10,0.9381984487,0.1701446602
2017/02/28 11:00,2,11,1.209173202,0.1960733608
2017/02/28 12:00,2,12,0.9863823676,0.2000427457
2017/02/28 13:00,2,13,1.428293125,0.1776862379
2017/02/28 14:00,2,14,1.673402308,0.1488529686
2017/02/28 15:00,2,15,1.843999457,0.1258656441
2017/02/28 16:00,2,16,1.352595924,0.0919332772
2017/02/28 17:00,2,17,1.267220697,0.0387846504
2017/02/28 18:00,2,18,1.159785146,0.0005346563
2017/02/28 19:00,2,19,1.052015801,0
2017/02/28 20:00,2,20,1.035773745,0
2017/02/28 21:00,2,21,1.12774997,0
2017/02/28 22:00,2,22,0.942918897,0
2017/02/28 23:00,2,23,0.8375046564,0
2017/03/01 0:00,3,0,0.7028882642,0
2017/03/01 1:00,3,1,0.8798892673,0
2017/03/01 2:00,3,2,1.292996309,0
2017/03/01 3:00,3,3,1.505607169,0
2017/03/01 4:00,3,4,1.460235669,0
2017/03/01 5:00,3,5,1.251178084,0
2017/03/01 6:00,3,6,1.186573458,0
2017/03/01 7:00,3,7,1.190502239,0.0125181675
2017/03/01 8:00,3,8,1.244460243,0.0274921008
2017/03/01 9:00,3,9,1.339361316,0.0412294017
2017/03/01 10:00,3,10,1.429610918,0.0518402543
2017/03/01 11:00,3,11,1.484022173,0.0634543428
2017/03/01 12:00,3,12,0.9969595043,0.1195864648
2017/03/01 13:00,3,13,1.020567317,0.1980407588
2017/03/01 14:00,3,14,1.07663448,0.1752680725
2017/03/01 15:00,3,15,0.9590853238,0.1381471154
2017/03/01 16:00,3,16,0.9669243114,0.0855174572
2017/03/01 17:00,3,17,1.183946888,0.0269289708
2017/03/01 18:00,3,18,1.417415773,0.0005314654
2017/03/01 19:00,3,19,1.379843548,0
2017/03/01 20:00,3,20,1.295396585,0
2017/03/01 21:00,3,21,1.364410126,0
2017/03/01 22:00,3,22,1.391935993,0
2017/03/01 23:00,3,23,1.379318684,0
2017/03/02 0:00,3,0,1.257048518,0
2017/03/02 1:00,3,1,1.280812834,0
2017/03/02 2:00,3,2,1.268714858,0
2017/03/02 3:00,3,3,1.195345577,0
2017/03/02 4:00,3,4,1.081606228,0
2017/03/02 5:00,3,5,0.9523324665,0
2017/03/02 6:00,3,6,0.8290542851,0
2017/03/02 7:00,3,7,0.7567308076,0.0080465586
2017/03/02 8:00,3,8,0.7840340556,0.0354865361
2017/03/02 9:00,3,9,0.8316846397,0.044310347
2017/03/02 10:00,3,10,0.8593688748,0.0154197466
2017/03/02 11:00,3,11,0.8547691215,0.1211208273
2017/03/02 12:00,3,12,0.6082250257,0.1177441006
2017/03/02 13:00,3,13,0.6069086575,0.0911275821
2017/03/02 14:00,3,14,0.5879011903,0.0748697895
2017/03/02 15:00,3,15,0.5411398252,0.0367952736
2017/03/02 16:00,3,16,0.4486977169,0.0219337814
2017/03/02 17:00,3,17,0.262316564,0.0082431927
2017/03/02 18:00,3,18,0.1272384363,0
2017/03/02 19:00,3,19,0.0091978053,0
2017/03/02 20:00,3,20,0,0
2017/03/02 21:00,3,21,0,0
2017/03/02 22:00,3,22,0,0
2017/03/02 23:00,3,23,0.123167969,0
2017/03/03 0:00,3,0,0.3564146101,0
2017/03/03 1:00,3,1,0.4720077314,0
2017/03/03 2:00,3,2,0.4633021824,0
2017/03/03 3:00,3,3,0.4729722371,0
2017/03/03 4:00,3,4,0.5019871654,0
2017/03/03 5:00,3,5,0.5848418433,0
2017/03/03 6:00,3,6,0.6738758483,0
2017/03/03 7:00,3,7,0.6608480524,0.0092309045
2017/03/03 8:00,3,8,0.6425720682,0.051560634
2017/03/03 9:00,3,9,0.5644391043,0.0844351942
2017/03/03 10:00,3,10,0.5133538714,0.1398109398
2017/03/03 11:00,3,11,0.52335434,0.1995515994
2017/03/03 12:00,3,12,0.4935327907,0.2092057155
2017/03/03 13:00,3,13,0.4521890447,0.2009690875
2017/03/03 14:00,3,14,0.3802293097,0.1756073782
2017/03/03 15:00,3,15,0.2683353521,0.1340532859
2017/03/03 16:00,3,16,0.2075513941,0.0561178105
2017/03/03 17:00,3,17,0.2531212781,0.0299007287
2017/03/03 18:00,3,18,0.3765080265,0.0005259634
2017/03/03 19:00,3,19,0.3354881097,0
2017/03/03 20:00,3,20,0.3259655712,0
2017/03/03 21:00,3,21,0.3620140367,0
2017/03/03 22:00,3,22,0.3990499813,0
2017/03/03 23:00,3,23,0.4584429178,0
2017/03/04 0:00,3,0,0.4807837474,0
2017/03/04 1:00,3,1,0.3962991563,0
2017/03/04 2:00,3,2,0.3120010034,0
2017/03/04 3:00,3,3,0.3743982611,0
2017/03/04 4:00,3,4,0.4730095009,0
2017/03/04 5:00,3,5,0.4374563853,0
2017/03/04 6:00,3,6,0.3940385639,0.0005366511
2017/03/04 7:00,3,7,0.3390787766,0.0255500757
2017/03/04 8:00,3,8,0.3805247736,0.0756071908
2017/03/04 9:00,3,9,0.5911385073,0.1190385524
2017/03/04 10:00,3,10,0.804558156,0.1648782059
2017/03/04 11:00,3,11,0.85892379,0.1960816709
2017/03/04 12:00,3,12,0.5176384247,0.192142382
2017/03/04 13:00,3,13,0,0.1698451028
2017/03/04 14:00,3,14,0.76704687,0.1684500397
2017/03/04 15:00,3,15,0.444472051,0.1309736179
2017/03/04 16:00,3,16,0.2789024518,0.0806875273
2017/03/04 17:00,3,17,0.8583699335,0.0295230039
2017/03/04 18:00,3,18,1.161267892,0.0005305985
2017/03/04 19:00,3,19,1.03758915,0
2017/03/04 20:00,3,20,0.8667171126,0
2017/03/04 21:00,3,21,0.7213978619,0
2017/03/04 22:00,3,22,0.7303592726,0
2017/03/04 23:00,3,23,0.5061098952,0
2017/03/05 0:00,3,0,0.3209605063,0
2017/03/05 1:00,3,1,0.2748481754,0
2017/03/05 2:00,3,2,0.2127124195,0
2017/03/05 3:00,3,3,0.1810024958,0
2017/03/05 4:00,3,4,0.1168731914,0
2017/03/05 5:00,3,5,0.0996553894,0
2017/03/05 6:00,3,6,0.0666854571,0.0005371638
2017/03/05 7:00,3,7,0.3519906889,0.0102680994
2017/03/05 8:00,3,8,0.5403711582,0.0333107648
2017/03/05 9:00,3,9,0.5259836186,0.0553529083
2017/03/05 10:00,3,10,0.4631295862,0.0482185845
2017/03/05 11:00,3,11,0.4934251718,0.0517231803
2017/03/05 12:00,3,12,0.7756735425,0.0458968626
2017/03/05 13:00,3,13,0.9981876687,0.0524314353
2017/03/05 14:00,3,14,1.18332043,0.0713489943
2017/03/05 15:00,3,15,0.7588420772,0.0760264129
2017/03/05 16:00,3,16,1.382225563,0.0294222168
2017/03/05 17:00,3,17,1.282877985,0.0144176707
2017/03/05 18:00,3,18,1.079203846,0.0005320427
2017/03/05 19:00,3,19,0.7866993228,0
2017/03/05 20:00,3,20,0.6419570298,0
2017/03/05 21:00,3,21,1.24088678,0
2017/03/05 22:00,3,22,1.213577585,0
2017/03/05 23:00,3,23,1.390498321,0
2017/03/06 0:00,3,0,1.098486989,0
2017/03/06 1:00,3,1,1.203764169,0
2017/03/06 2:00,3,2,0.9376251792,0
2017/03/06 3:00,3,3,0.7103284076,0
2017/03/06 4:00,3,4,0.7442792049,0
2017/03/06 5:00,3,5,0.7432822781,0
2017/03/06 6:00,3,6,0.5983404581,0
2017/03/06 7:00,3,7,0.5648329187,0.0069991496
2017/03/06 8:00,3,8,0.6313478223,0.0257711513
2017/03/06 9:00,3,9,0.6597521425,0.0432962211
2017/03/06 10:00,3,10,0.7030883083,0.0579435619
2017/03/06 11:00,3,11,0.7195409116,0.0170643319
2017/03/06 12:00,3,12,0.1471307139,0.1314800349
2017/03/06 13:00,3,13,0.2617718399,0.080237836
2017/03/06 14:00,3,14,0,0.0531445399
2017/03/06 15:00,3,15,0.1965427947,0.1195126205
2017/03/06 16:00,3,16,0.309669798,0.0873672167
2017/03/06 17:00,3,17,0.3236806647,0.0352418272
2017/03/06 18:00,3,18,0.38142763,0.0005374787
2017/03/06 19:00,3,19,0.4086629986,0
2017/03/06 20:00,3,20,0.3114247821,0
2017/03/06 21:00,3,21,0.7245403865,0
2017/03/06 22:00,3,22,0.6610853,0
2017/03/06 23:00,3,23,0.7166690114,0
2017/03/07 0:00,3,0,0.6953232305,0
2017/03/07 1:00,3,1,0.8148559106,0
2017/03/07 2:00,3,2,0.8034454251,0
2017/03/07 3:00,3,3,0.7215921157,0
2017/03/07 4:00,3,4,0.6487886064,0
2017/03/07 5:00,3,5,0.5973792468,0
2017/03/07 6:00,3,6,0.5974716118,0.0005370729
2017/03/07 7:00,3,7,0.4898733243,0.0195536225
2017/03/07 8:00,3,8,0.504873106,0.0615918593
2017/03/07 9:00,3,9,0.4335673013,0.1115600383
2017/03/07 10:00,3,10,0.4942536761,0.1203198304
2017/03/07 11:00,3,11,0.5798430019,0.1006152333
2017/03/07 12:00,3,12,0.4363753702,0.1140904871
2017/03/07 13:00,3,13,0.3836332056,0.0483682423
2017/03/07 14:00,3,14,0.3987690558,0.0594862069
2017/03/07 15:00,3,15,0.4019105182,0.0567586461
2017/03/07 16:00,3,16,0.3729233032,0.0231977561
2017/03/07 17:00,3,17,0.3729764525,0.0133204527
2017/03/07 18:00,3,18,0.2515888579,0.0005338937
2017/03/07 19:00,3,19,0.2352816772,0
2017/03/07 20:00,3,20,0.2314674001,0
2017/03/07 21:00,3,21,0.209311249,0
2017/03/07 22:00,3,22,0.1888484879,0
2017/03/07 23:00,3,23,0.16203969,0
2017/03/08 0:00,3,0,0.0332924107,0
2017/03/08 1:00,3,1,0,0
2017/03/08 2:00,3,2,0,0
2017/03/08 3:00,3,3,0,0
2017/03/08 4:00,3,4,0,0
2017/03/08 5:00,3,5,0,0
2017/03/08 6:00,3,6,0.0355176092,0.000539647
2017/03/08 7:00,3,7,0.0088507703,0.0119742166
2017/03/08 8:00,3,8,0.0080731555,0.0291603167
2017/03/08 9:00,3,9,0,0.038527497
2017/03/08 10:00,3,10,0,0.0339667749
2017/03/08 11:00,3,11,0,0.1026098111
2017/03/08 12:00,3,12,0.1680889197,0.0779292943
2017/03/08 13:00,3,13,0.2923114176,0.0696803685
2017/03/08 14:00,3,14,0.2281876271,0.0711935875
2017/03/08 15:00,3,15,0.0612419975,0.0287708694
2017/03/08 16:00,3,16,0,0.0208242419
2017/03/08 17:00,3,17,0.289568552,0.0139979492
2017/03/08 18:00,3,18,0.3885078086,0.0005288643
2017/03/08 19:00,3,19,0.3713979015,0
2017/03/08 20:00,3,20,0.5380734103,0
2017/03/08 21:00,3,21,0.6368479154,0
2017/03/08 22:00,3,22,0.6381779063,0
2017/03/08 23:00,3,23,0.6430754524,0
2017/03/09 0:00,3,0,0.579645855,0
2017/03/09 1:00,3,1,0.5570450279,0
2017/03/09 2:00,3,2,0.6124222842,0
2017/03/09 3:00,3,3,0.6719762851,0
2017/03/09 4:00,3,4,0.7332808404,0
2017/03/09 5:00,3,5,0.7458456784,0
2017/03/09 6:00,3,6,0.597042374,0
2017/03/09 7:00,3,7,0.5410514723,0.0058518118
2017/03/09 8:00,3,8,0.5718038669,0.0249991375
2017/03/09 9:00,3,9,0.5235157424,0.0424244023
2017/03/09 10:00,3,10,0.4138974957,0.0805439365
2017/03/09 11:00,3,11,0.3649775639,0.1126838821
2017/03/09 12:00,3,12,0.7190539923,0.1606489713
2017/03/09 13:00,3,13,0.705833577,0.1734722622
2017/03/09 14:00,3,14,0.6597992956,0.1677563211
2017/03/09 15:00,3,15,0.6850892599,0.1364004644
2017/03/09 16:00,3,16,0.6578932877,0.0871690283
2017/03/09 17:00,3,17,0.6716017483,0.0325562324
2017/03/09 18:00,3,18,0.6559018543,0.0005277085
2017/03/09 19:00,3,19,0.5818920904,0
2017/03/09 20:00,3,20,0.536445636,0
2017/03/09 21:00,3,21,0.4478962423,0
2017/03/09 22:00,3,22,0.4061396771,0
2017/03/09 23:00,3,23,0.4689245872,0
2017/03/10 0:00,3,0,0.3694778598,0
2017/03/10 1:00,3,1,0.3051267835,0
2017/03/10 2:00,3,2,0.1480746866,0
2017/03/10 3:00,3,3,0,0
2017/03/10 4:00,3,4,0.0302005316,0
2017/03/10 5:00,3,5,0,0
2017/03/10 6:00,3,6,0,0.0010663727
2017/03/10 7:00,3,7,0,0.0239823593
2017/03/10 8:00,3,8,0,0.0686002667
2017/03/10 9:00,3,9,0,0.1316847586
2017/03/10 10:00,3,10,0.0420571429,0.1754933579
2017/03/10 11:00,3,11,0.1406285714,0.2013052877
2017/03/10 12:00,3,12,0.1130285714,0.2066580937
2017/03/10 13:00,3,13,0.1156571429,0.1987545758
2017/03/10 14:00,3,14,0.1248571429,0.1756208781
2017/03/10 15:00,3,15,0.1584291149,0.1272412378
2017/03/10 16:00,3,16,0.1754596666,0.0749620792
2017/03/10 17:00,3,17,0.1392719088,0.0252186841
2017/03/10 18:00,3,18,0.1338683977,0.0010584139
2017/03/10 19:00,3,19,0,0
2017/03/10 20:00,3,20,0,0
2017/03/10 21:00,3,21,0,0
2017/03/10 22:00,3,22,0,0
2017/03/10 23:00,3,23,0.0408518171,0
2017/03/11 0:00,3,0,0.2207140069,0
2017/03/11 1:00,3,1,0.367002902,0
2017/03/11 2:00,3,2,0.3825847587,0
2017/03/11 3:00,3,3,0.4002958868,0
2017/03/11 4:00,3,4,0.3792881622,0
2017/03/11 5:00,3,5,0.4078543494,0
2017/03/11 6:00,3,6,0.4190191761,0.0016138279
2017/03/11 7:00,3,7,0.3896830109,0.0278538252
2017/03/11 8:00,3,8,0.3798211626,0.0795410493
2017/03/11 9:00,3,9,0.4035365677,0.1309210833
2017/03/11 10:00,3,10,0.4060552666,0.170694463
2017/03/11 11:00,3,11,0.4007954489,0.1945766266
2017/03/11 12:00,3,12,0.3295660965,0.203536475
2017/03/11 13:00,3,13,0.3177179177,0.1940831806
2017/03/11 14:00,3,14,0.2880861064,0.1724609506
2017/03/11 15:00,3,15,0.2512247783,0.1366288932
2017/03/11 16:00,3,16,0.1982726267,0.0861788392
2017/03/11 17:00,3,17,0.1705288978,0.0352232784
2017/03/11 18:00,3,18,0.1846057006,0.0005238737
2017/03/11 19:00,3,19,0.1778391235,0
2017/03/11 20:00,3,20,0.1405658588,0
2017/03/11 21:00,3,21,0.1053501367,0
2017/03/11 22:00,3,22,0.1658915318,0
2017/03/11 23:00,3,23,0.2294374065,0
2017/03/12 0:00,3,0,0.3159204775,0
2017/03/12 1:00,3,1,0.4276746008,0
2017/03/12 2:00,3,2,0.4509335898,0
2017/03/12 3:00,3,3,0.4779413652,0
2017/03/12 4:00,3,4,0.4813939656,0
2017/03/12 5:00,3,5,0.4858440895,0
2017/03/12 6:00,3,6,0.4829078629,0.0015959552
2017/03/12 7:00,3,7,0.414931835,0.0288294766
2017/03/12 8:00,3,8,0.4335718745,0.066249425
2017/03/12 9:00,3,9,0.3643490586,0.0979319493
2017/03/12 10:00,3,10,0.1846925554,0.1464945073
2017/03/12 11:00,3,11,0.129997546,0.1916181444
2017/03/12 12:00,3,12,0.2641019225,0.2007391028
2017/03/12 13:00,3,13,0.198274965,0.1914811003
2017/03/12 14:00,3,14,0.1411346479,0.1679987703
2017/03/12 15:00,3,15,0.109264659,0.1294128467
2017/03/12 16:00,3,16,0.0871647158,0.0798543651
2017/03/12 17:00,3,17,0.0310558965,0.0273805777
2017/03/12 18:00,3,18,0,0.0005231905
2017/03/12 19:00,3,19,0.1405647301,0
2017/03/12 20:00,3,20,0.3708762067,0
2017/03/12 21:00,3,21,0.402081203,0
2017/03/12 22:00,3,22,0.3680470211,0
2017/03/12 23:00,3,23,0.4644956334,0
2017/03/13 0:00,3,0,0.4694838041,0
2017/03/13 1:00,3,1,0.3619148796,0
2017/03/13 2:00,3,2,0.2766368787,0
2017/03/13 3:00,3,3,0.2718460788,0
2017/03/13 4:00,3,4,0.2647173208,0
2017/03/13 5:00,3,5,0.2698058237,0
2017/03/13 6:00,3,6,0.2542221438,0
2017/03/13 7:00,3,7,0.2028735258,0.0037702602
2017/03/13 8:00,3,8,0.1063360818,0.015560986
2017/03/13 9:00,3,9,0,0.0367952295
2017/03/13 10:00,3,10,0,0.0371191086
2017/03/13 11:00,3,11,0,0.0479594661
2017/03/13 12:00,3,12,0,0.0247266322
2017/03/13 13:00,3,13,0,0.0346304289
2017/03/13 14:00,3,14,0.0380529634,0.0361881067
2017/03/13 15:00,3,15,0.1117142857,0.0215306487
2017/03/13 16:00,3,16,0.2064032648,0.0121124848
2017/03/13 17:00,3,17,0.2392442019,0.0074706293
2017/03/13 18:00,3,18,0.2545884847,0.0005271556
2017/03/13 19:00,3,19,0.2480547142,0
2017/03/13 20:00,3,20,0.2036310947,0
2017/03/13 21:00,3,21,0.1266651615,0
2017/03/13 22:00,3,22,0,0
2017/03/13 23:00,3,23,0,0
2017/03/14 0:00,3,0,0,0
2017/03/14 1:00,3,1,0,0
2017/03/14 2:00,3,2,0,0
2017/03/14 3:00,3,3,0,0
2017/03/14 4:00,3,4,0,0
2017/03/14 5:00,3,5,0,0
2017/03/14 6:00,3,6,0,0.0010662742
2017/03/14 7:00,3,7,0,0.0177524151
2017/03/14 8:00,3,8,0,0.0557512501
2017/03/14 9:00,3,9,0,0.1184286287
2017/03/14 10:00,3,10,0,0.0824696477
2017/03/14 11:00,3,11,0,0.1780134396
2017/03/14 12:00,3,12,0,0.2066542695
2017/03/14 13:00,3,13,0,0.1756638302
2017/03/14 14:00,3,14,0.0172636192,0.1258341541
2017/03/14 15:00,3,15,0.0956736724,0.0830067355
2017/03/14 16:00,3,16,0.1180023526,0.0711237692
2017/03/14 17:00,3,17,0.0594722353,0.0194621768
2017/03/14 18:00,3,18,0.0890861421,0.0005239512
2017/03/14 19:00,3,19,0.0336209589,0
2017/03/14 20:00,3,20,0,0
2017/03/14 21:00,3,21,0,0
2017/03/14 22:00,3,22,0,0
2017/03/14 23:00,3,23,0,0
2017/03/15 0:00,3,0,0,0
2017/03/15 1:00,3,1,0,0
2017/03/15 2:00,3,2,0,0
2017/03/15 3:00,3,3,0,0
2017/03/15 4:00,3,4,0,0
2017/03/15 5:00,3,5,0,0
2017/03/15 6:00,3,6,0,0.0010660919
2017/03/15 7:00,3,7,0,0.0155849992
2017/03/15 8:00,3,8,0,0.0576659185
2017/03/15 9:00,3,9,0,0.0428266772
2017/03/15 10:00,3,10,0,0.0644846763
2017/03/15 11:00,3,11,0.0015605342,0.1228268628
2017/03/15 12:00,3,12,0.3103011806,0.158318397
2017/03/15 13:00,3,13,0.4442336627,0.1267903492
2017/03/15 14:00,3,14,0.4133021116,0.0733921499
2017/03/15 15:00,3,15,0.328234982,0.0335316708
2017/03/15 16:00,3,16,0.3214477742,0.0194428212
2017/03/15 17:00,3,17,0.2545342145,0.0140449281
2017/03/15 18:00,3,18,0.2018076322,0.0010506409
2017/03/15 19:00,3,19,0.1119176315,0
2017/03/15 20:00,3,20,0,0
2017/03/15 21:00,3,21,0,0
2017/03/15 22:00,3,22,0,0
2017/03/15 23:00,3,23,0,0
2017/03/16 0:00,3,0,0,0
2017/03/16 1:00,3,1,0,0
2017/03/16 2:00,3,2,0,0
